source_id,ra,dec,pmra,pmdec,parallax,mag_g,mag_bp,mag_rp,rv,ra_err,dec_err,pmra_err,pmdec_err,parallax_err,rv_err,id_file,id_line
4473470917123942656,266.3076418223614,5.100785335572429,-0.3686519642876273,-9.106336860287627,2.870664813250829,13.933169,14.598841,13.130501,,0.026871892,0.038333133,0.052082747,0.051264867,0.046941753,,34395,1063
4473481770502730112,266.48665008869926,5.375917511370238,-0.6589980478161677,-8.848010929451235,2.8441965045526763,12.397711,12.845509,11.793473,-7.594871109572113,0.032144684,0.034023575,0.05994812,0.056454137,0.03826176,4.859577,34395,15390
4473477097579363456,266.59168104261784,5.275319253612754,-1.016366137368598,-8.767758876493032,2.9359204568501616,17.600084,19.296413,16.30469,,0.11264343,0.11989385,0.21981122,0.23143299,0.13583614,,34395,19657
4473649862641158144,265.8030390354952,5.160840018709579,-0.623998133815787,-8.574643235892228,2.9347689915227746,15.162765,16.070326,14.221356,,0.032708485,0.03933753,0.06073438,0.059195638,0.043748084,,34398,471
4473690815153476864,266.14029409397983,5.5591730669171096,-1.075711340486445,-8.490254910421028,2.736056250666264,17.904142,19.686733,16.612978,,0.14274126,0.17487532,0.25730303,0.25357467,0.19612417,,34398,1047
4473691399269101568,266.20788496848024,5.594982454250367,-0.8393074884642974,-8.576971711802184,2.7056038122850645,17.356924,19.151096,16.048317,,0.096110985,0.099699765,0.18331581,0.19007292,0.110740565,,34398,1327
4473675628148380672,265.9455371476508,5.269456970990715,-1.6187425638619333,-8.104871721107848,3.0795451338801563,17.623934,19.535398,16.27064,,0.14907779,0.23894367,0.29763454,0.27552456,0.2818027,,34398,3749
4473669615194461440,266.40469243376214,5.385376089911825,-1.1585205816626516,-8.469825173549093,2.866190864037671,17.593786,19.382904,16.280704,,0.13022129,0.13917299,0.25458983,0.22812764,0.15738364,,34398,3999
4473670272326293504,266.3644775292668,5.4023564319907855,-0.8347508020395074,-8.40757363089792,2.8685921516285977,14.52068,15.2466,13.697928,,0.025920425,0.027032629,0.04838071,0.045694865,0.030348161,,34398,7134
4473687177317598336,266.2536778235457,5.5228628467656895,-1.0843271099118383,-8.610972315317316,2.9836049309985024,9.316414,9.4917345,9.061417,,0.032718,0.034978498,0.0650892,0.06991146,0.03569312,,34398,7395
4473661437575846912,266.17373726194904,5.245642998498166,-0.8796995806221578,-7.938818594248486,2.9637800085817942,11.031803,11.410812,10.493629,-9.86335230505656,0.038104136,0.041733254,0.07577536,0.07824557,0.049931675,4.967576,34398,9735
4473676968178267776,265.9524502077677,5.3097996347357235,-0.9343966286949402,-9.032215471416905,2.955427879003694,17.92323,19.790083,16.615614,,0.16467428,0.26098067,0.3328763,0.3119816,0.3063467,,34398,10953
4473682057716713984,265.9826601402035,5.413364569229906,-1.0211744346029452,-8.420378670970003,3.0258458794136045,10.254926,10.402747,10.02254,,0.040196024,0.05968704,0.0777297,0.09512182,0.071958356,,34398,11275
4473672948088194304,266.20154292673715,5.42506705545867,-0.9172783167627678,-8.685459173955236,2.902223749961464,11.199705,11.506084,10.740239,-13.292755850457098,0.032733027,0.036031485,0.06361657,0.067862116,0.042922456,2.090584,34398,11394
4473672982448923776,266.216173507651,5.421183824726343,-0.835575882395168,-8.307618269710723,2.9983925672134335,17.651833,19.363863,16.36378,,0.14796568,0.13835886,0.28025264,0.2925358,0.19665982,,34398,11482
4473682332594624128,265.95817674799093,5.4204566277150095,-0.8092512425523065,-8.917755323945661,2.951128936710341,8.686438,8.749327,8.589528,,0.046941433,0.06905817,0.08733425,0.09392296,0.07942507,,34398,14277
4473737166440519168,265.9364614235692,5.5529599751717305,-0.620757249027965,-8.254038608654955,2.988867062671416,17.988974,19.141962,16.621584,,0.15539423,0.1617908,0.29953012,0.28287616,0.19494951,,34399,3451
4473740881588705280,266.06556185840265,5.714266559357022,-1.1079272648737677,-8.585829293090686,2.776872759850239,8.257945,8.300451,8.189132,,0.059230782,0.06114938,0.11744645,0.111105,0.065343484,,34399,11941
4473739743422225280,266.0823164905721,5.668543152298667,-0.7966740170985079,-8.803374808577614,3.0035329798423387,16.289043,17.327387,15.146399,,0.0655342,0.070790105,0.12103386,0.11874534,0.07602978,,34399,12250
4473866535151007232,266.7629297336275,5.579504949026083,-0.9046633197921988,-8.338917563804227,2.8712190288357498,17.68817,19.381557,16.39566,,0.1420172,0.13504015,0.28081152,0.25969547,0.13867861,,34401,508
4473837913488783104,266.92472727501405,5.284702149873201,-1.0383883304014916,-7.7223825532955805,2.8724140218619616,15.400059,16.360188,14.41165,,0.040726174,0.042633902,0.07357043,0.07020369,0.04543348,,34401,3563
4473847289403437824,266.93506110642517,5.3625973824272135,-1.0332676317195908,-8.465932041029115,2.93649244093062,16.111473,17.523182,14.932121,,0.06480578,0.072346404,0.12026068,0.114238866,0.085931934,,34401,3841
4473864267408220800,266.9043817542626,5.574853290393218,-0.7289827407731195,-8.560113542886075,2.95020336332244,17.069284,18.774132,15.783341,,0.08665265,0.092346154,0.16739666,0.15781882,0.10377056,,34401,3912
4473865843659280640,266.69844395795553,5.527182685438473,-1.1282056175270527,-8.264606267295246,2.865613215963679,16.727097,18.12328,15.561936,,0.09117225,0.08607391,0.18461247,0.17479523,0.08947636,,34401,4224
4473891853980142208,266.9673283826502,5.6979467867184574,-0.33372722012224304,-7.947136968290643,2.9092055909502603,12.054859,12.440399,11.5106735,-18.88626239681794,0.040288977,0.042824797,0.09275719,0.076113716,0.05197055,5.2709084,34401,4679
4473834335781748352,266.90770856242887,5.1469061383109365,-0.4411444390095406,-7.894980929010034,2.8496760237333136,17.889988,19.613897,16.591341,,0.15511908,0.16420743,0.28673264,0.28884524,0.15375979,,34401,8311
4473834580594139904,266.85871607162375,5.1603274371833585,-0.6901949656350053,-8.683349566065749,2.8668703151645465,14.571641,15.319839,13.736115,,0.029048437,0.030743182,0.05296819,0.0510543,0.030132638,,34401,8857
4473877014871376640,267.1334303671906,5.618813938622087,-0.29007318349035616,-8.740394798551879,2.8242023472456053,12.533485,12.962326,11.947041,-13.189402798245174,0.03753751,0.06469768,0.07319918,0.07848918,0.07428496,3.391996,34401,8860
4473859972440996224,266.6480413263464,5.51870842121215,-0.7842853281895116,-8.119126989878062,2.8641398231648685,16.376059,17.653408,15.224298,,0.063274585,0.06373087,0.14274785,0.16510369,0.06844768,,34401,9326
4473841796139265792,266.81133444772667,5.321022653869491,-0.8498841677609359,-8.177041354548304,2.866587346076433,17.364687,19.124342,16.062456,,0.101281226,0.111136556,0.19420847,0.1880853,0.12609261,,34401,10174
4473852409001191424,266.60300604064486,5.2892350558878585,-0.8367159820554156,-8.627266499459571,2.9228185285358705,12.673293,13.17625,12.020413,,0.030936545,0.03290369,0.060180496,0.06375177,0.033409066,,34401,10794
4473847293697382400,266.93344708028997,5.366417206473249,-0.7660945126424584,-8.59328006040888,2.8248412058933665,13.1889105,13.692092,12.525456,,0.01884323,0.019808436,0.03328065,0.032347143,0.022817217,,34401,12665
4473867153626279424,266.838249415172,5.599538168798766,-1.4387617905909864,-8.912231986032678,2.900154467674801,10.795077,11.0315695,10.432249,,0.036945373,0.036994237,0.07243038,0.0667359,0.039815206,,34401,15088
4474052627494133760,266.471224375153,5.6080757817262255,-1.0409116904037143,-8.490013549995304,2.905101557757735,13.935019,14.504959,13.233695,,0.018887294,0.019782776,0.03655535,0.035277672,0.022542765,,34405,916
4474055131460822784,266.5971095095716,5.621577481534945,-1.075644521886435,-8.520837261717098,2.8610959301930183,16.458656,18.041927,15.20492,,0.088572875,0.08747624,0.1713732,0.16414705,0.09852059,,34405,1249
4474088563482326784,266.81431867887784,5.943245275771986,-1.016886743594798,-8.714287284581593,2.847662644347788,12.837853,13.319164,12.202823,,0.038888786,0.061258435,0.07443756,0.08309199,0.067051955,,34405,1420
4474105507132034048,266.59929053136557,6.0428424805578125,-1.1071077742663882,-8.370423311195905,2.8597741833710826,15.590701,16.585157,14.595114,,0.04082336,0.043704268,0.08390101,0.07559342,0.050872434,,34405,1455
4474072242606876032,266.44359812725645,5.731863395076399,-0.6523961224715386,-7.955471352562576,2.9787269553014464,16.14603,17.377499,15.017096,,0.05899721,0.05703106,0.11462503,0.12582067,0.067387745,,34405,1931
4474073518215093632,266.596829004973,5.7933100619207725,-1.3127856801875268,-8.243248114171193,2.9136263453728466,10.361616,10.523865,10.104238,,0.028594023,0.028707666,0.057669867,0.052110743,0.033690203,,34405,5455
4474060598953416704,266.6707976346338,5.738406284108641,-0.6044855983673688,-8.544606587063031,2.917221531383149,16.725138,18.127825,15.502539,,0.08786769,0.08692556,0.17206006,0.16350126,0.10494838,,34405,6191
4474073380776621824,266.5791571022081,5.7723062510469125,-0.9073063501001384,-8.316481066919005,2.972925587046816,15.937889,17.045753,14.886156,,0.04350989,0.04482322,0.094559506,0.08204915,0.0512741,,34405,9433
4474077156049984896,266.35446396041783,5.860761134367008,-1.0575244385371814,-8.460964637257224,2.7450608424601346,13.499949,14.000958,12.843773,,0.025083741,0.025592685,0.046171535,0.04597324,0.026410341,,34405,10592
