0098 Czernik_3              1.0525  62.787 124.266  -0.058  0.010  0.040  0.080  -1.55   0.36   0.68  999.99   99.99     0     4     13     39   1600.  0.999 11.342  0.480  0.320  0.000  8.800  0.000  -1    0.23    0.08    5.12    1.88   23.25   10.36 DIAS       99.999  9.990   0
0099 NGC_362           go   1.0550 -70.847 301.526 -46.246  0.055  0.145  0.235   7.63  -4.67   0.97  223.50    0.50     0     4     35     55   8603.  0.052 14.690  0.025  0.017  0.000 10.100  0.000  -1    2.94    0.21   31.35    2.38   11.24    0.74 HARR glo   -1.250  9.990  35
0101 Cas_OB1           ao   1.0040  61.460 123.979  -1.397  0.075  0.330  0.600  -1.90  -1.07   0.18  -42.00    2.50     5    13    198    694   3000.  2.251 13.110  1.081  0.721  0.085  7.033  0.062  10   34.76   24.09   43.27    9.38    0.38    0.65 MELN ass   99.999  9.990   0
0102 NGC_366                1.1090  62.224 124.686  -0.600  0.027  0.085  0.160  -0.48  -2.08   0.26  999.99   99.99     0    16     83    185   2200.  0.999 12.034  0.480  0.320  0.000  7.900  0.000  -1    1.44    0.28    7.06    1.26   11.36    1.43 DIAS       99.999  9.990   0
0104 Pfleiderer_1      rc   1.1340  65.662 124.639   2.842  0.018  0.050  0.090   2.46   0.32   0.72  999.99   99.99     0     4     14     40   4126.  1.312 13.500  0.630  0.420 -0.020  9.070  0.052   2    1.62    0.83    9.99    5.06    1.11    0.31 DIAS       99.999  9.990   0
0105 NGC_381                1.1405  61.579 124.948  -1.229  0.020  0.100  0.180   0.22  -2.07   0.24  -22.00    6.00     2     9     92    233   1200.  0.339 10.505  0.163  0.109  0.000  8.850  0.029   9    0.60    0.11    6.62    1.35   32.40    4.71 COCD        0.070  9.990   0
0106 BDSB_51           ro   1.1435  63.118 124.867   0.308  0.010  0.045  0.065  -0.35   5.41   0.66  999.99   99.99     0     2     14     19  12002.  1.680 15.937  0.807  0.538  0.050  8.150  0.000  -1    5.90    1.26   26.66    4.13    0.16    0.03 BOPN irc   99.999  9.990   0
0107 FSR_0530          rc   1.1990  56.985 125.731  -5.779  0.030  0.060  0.120  -3.21   0.11   0.56  999.99   99.99     0    11     22     61   3501.  0.200 12.785  0.096  0.064 -0.015  9.300  0.000  -1    1.55    0.51   13.11    4.53    1.40    0.34 FPOS       99.999  9.990   0
0108 Stock_3                1.2025  62.258 125.335  -0.520  0.020  0.070  0.110  -0.13  -0.64   0.45   -6.00   99.99     1     3     39     90   1363.  0.708 10.900  0.340  0.227 -0.030  7.850  0.000  -1    0.37    0.10    5.93    1.83   20.68    5.97 DIAS       99.999  9.990   0
0109 Platais_2         mo   1.2150  32.050 128.208 -30.605  0.250  1.320  1.320  13.85 -11.29   0.34    6.53    3.53     3     7     64     64    190.  0.050  6.410  0.024  0.016  0.000  8.313  0.000   1    4.15    2.61    5.15    1.04   32.31   51.08 COCD       99.999  9.990   0
0110 NGC_433                1.2534  60.123 125.886  -2.616  0.020  0.060  0.140  -2.32  -1.60   0.33  -36.91    0.18     1     6     45    151   1650.  0.600 11.280  0.288  0.192  0.000  7.810  0.000   1    1.56    0.55    5.82    1.68    3.80    1.07 COCD       99.999  9.990   0
0111 NGC_436                1.2664  58.811 126.108  -3.913  0.040  0.095  0.155  -1.90  -2.15   0.35  -74.28    0.27     1    22     51     77   3000.  0.460 12.534  0.221  0.147  0.000  7.925  0.000  -1    0.80    0.21   10.18    2.92    8.75    2.22 DIAS       99.999  9.990   0
0112 FSR_0534          rc   1.2906  61.300 126.044  -1.418  0.010  0.050  0.100  -2.17  -3.02   0.50  999.99   99.99     0     2     21     74   1800.  0.600 11.469  0.288  0.192  0.000  8.700  0.000  -1    1.04    0.24    3.89    0.52    6.99    1.28 DIAS irc   99.999  9.990   0
