# idx    log10(Z/Zsol)   Z
0		-2.00		0.0001520
1		-1.75		0.0002703
2		-1.50		0.0004807
3		-1.25		0.0008548
4		-1.00		0.0015200
5		-0.75		0.0027030
6		-0.50		0.0048067
7		-0.25		0.0085476
8		0.00		0.0152000
9		0.25		0.0270298
10		0.50		0.0480666
